device,site,city,state,date,tair_mean,tair_max,tair_min,rh_mean,precip,et,wind_speed,wind_dir,vpd,swdw,ndvi,lat,lon
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-08,16.8,20.8,13.6,98.0,13.6,1.1,,,0.1,5.1,0.44,-25.58873,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-09,15.9,20.7,12.2,96.0,11.4,1.5,,,0.1,7.5,0.44,-25.58878,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-10,11.7,13.9,10.0,96.0,0.0,1.1,,,0.1,6.7,0.43,-25.58879,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-11,11.2,15.9,8.4,93.0,0.0,1.4,,,0.1,8.0,0.43,-25.58876,-51.49167
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-12,16.5,23.4,10.5,88.0,0.0,3.0,,,0.3,14.0,0.44,-25.58874,-51.49185
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-13,18.7,25.8,13.7,89.0,14.4,2.5,,,0.3,10.9,0.43,-25.58876,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-14,17.8,25.0,13.5,91.0,6.6,2.5,,,0.2,11.7,0.45,-25.58878,-51.49186
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-15,17.7,25.0,13.7,91.0,25.1,3.0,,,0.2,13.6,0.46,-25.58874,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-16,19.2,26.3,14.7,85.0,0.0,3.5,,,0.4,15.4,0.46,-25.58877,-51.49178
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-17,20.7,27.7,16.4,77.0,0.0,3.9,,,0.7,15.8,0.45,-25.58877,-51.49187
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-18,21.1,26.9,16.7,73.0,0.0,3.9,,,0.8,15.7,0.45,-25.58882,-51.49173
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-19,20.0,27.2,14.9,77.0,0.0,3.1,,,0.6,12.3,0.45,-25.58879,-51.49177
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-20,17.0,22.2,10.0,87.0,0.2,1.9,,,0.3,8.7,0.46,-25.58878,-51.49179
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-21,10.0,16.4,5.1,83.0,0.0,2.9,,,0.3,16.3,0.46,-25.58873,-51.49176
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-22,9.7,17.1,3.3,74.0,0.0,3.2,,,0.4,17.1,0.46,-25.58877,-51.49181
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-23,11.2,21.4,3.4,61.0,0.0,3.6,,,0.6,17.3,0.45,-25.58876,-51.49176
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-24,13.2,23.3,6.2,74.0,0.0,3.6,,,0.5,16.7,0.45,-25.58879,-51.49179
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-25,14.4,21.3,9.6,81.0,0.0,2.4,,,0.4,11.3,0.44,-25.5888,-51.49176
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-26,14.9,19.8,11.2,87.0,0.4,1.7,,,0.3,8.0,0.44,-25.58875,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-27,17.6,24.6,11.3,82.0,0.0,3.7,,,0.5,16.9,0.45,-25.58872,-51.49177
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-28,21.1,26.8,15.7,78.0,0.5,3.2,,,0.6,13.4,0.45,-25.58875,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-29,23.0,29.0,18.6,73.0,0.1,3.7,,,0.8,14.4,0.44,-25.58878,-51.49183
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-30,18.2,23.2,15.6,92.0,23.5,1.1,,,0.2,5.1,0.46,-25.58879,-51.49179
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-08-31,15.9,17.1,13.9,98.0,87.5,0.5,,,0.0,1.9,0.53,-25.58873,-51.49179
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-01,15.1,19.9,10.3,88.0,0.1,2.5,,,0.2,12.4,0.47,-25.58878,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-02,15.0,23.3,8.5,75.0,0.0,3.8,,,0.5,17.7,0.47,-25.58877,-51.49183
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-03,15.9,23.7,10.0,70.0,0.0,4.1,,,0.7,18.6,0.47,-25.58878,-51.49178
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-04,15.9,23.7,13.2,85.0,15.1,1.5,,,0.3,6.6,0.51,-25.58874,-51.49181
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-05,13.8,17.3,9.8,92.0,4.8,0.9,,,0.1,4.1,0.52,-25.58877,-51.49186
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-06,10.0,13.9,6.2,66.0,0.0,2.0,,,0.4,10.3,0.46,-25.58873,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-07,9.3,15.3,5.2,82.0,0.0,2.9,,,0.2,16.5,0.48,-25.58883,-51.49184
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-08,14.2,23.5,7.8,78.0,0.7,3.3,,,0.5,15.2,0.48,-25.58879,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-09,16.0,18.8,13.3,97.0,13.3,0.7,,,0.1,3.2,0.49,-25.58875,-51.4918
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-10,15.9,18.0,14.5,99.0,65.2,0.5,,,0.0,2.1,0.54,-25.58879,-51.49178
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-11,18.1,24.0,14.5,94.0,29.1,1.7,,,0.2,7.8,0.49,-25.5888,-51.49173
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-12,16.7,23.8,13.4,89.0,0.0,2.5,,,0.3,11.5,0.5,-25.5888,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-13,12.4,14.7,10.3,92.0,0.4,1.3,,,0.1,7.4,0.48,-25.58876,-51.49183
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-14,10.3,12.5,8.5,94.0,0.0,0.8,,,0.1,4.1,0.49,-25.58884,-51.4919
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-15,12.6,19.0,8.7,88.0,0.0,2.5,,,0.2,12.5,0.48,-25.58874,-51.49188
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-16,13.6,22.4,5.9,73.0,0.0,4.1,,,0.5,19.7,0.49,-25.58875,-51.49174
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-17,13.8,22.3,8.3,75.0,0.0,3.9,,,0.5,19.2,0.49,-25.58874,-51.49176
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-18,14.4,20.7,10.5,84.0,0.0,3.5,,,0.3,17.5,0.48,-25.58877,-51.49182
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-19,14.5,15.8,13.2,97.0,7.9,0.6,,,0.0,3.2,0.56,-25.58876,-51.49171
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-20,19.4,24.1,15.8,88.0,0.0,2.8,,,0.3,12.4,0.5,-25.5888,-51.49178
D009876,Corteva GPB BL,Ponta Grossa,PR,2026-09-21,18.8,19.3,18.5,84.0,0.0,0.0,,,0.3,0.0,0.5,-25.5888,-51.49178
D009878,BM Sorriso,Sorriso,MT,2025-05-30,23.0,30.0,17.1,73.0,0.0,4.5,1.07,SSE,1.0,19.2,0.32,-12.41372,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-05-31,22.9,33.0,15.8,76.0,0.0,5.0,0.94,SE,0.9,21.6,0.31,-12.41373,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-06-01,23.6,33.8,16.2,77.0,0.0,4.7,0.93,SSE,0.9,20.9,0.3,-12.41375,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-06-02,24.6,33.2,17.4,76.0,0.0,5.0,1.02,ESE,1.0,19.8,0.29,-12.41372,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-06-03,26.1,33.6,19.7,74.0,0.0,5.4,1.22,E,1.1,22.1,0.28,-12.41371,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-06-04,24.2,33.2,17.9,76.0,0.0,5.4,1.21,E,1.0,21.4,0.28,-12.41371,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-06-05,25.4,35.2,17.8,72.0,0.0,4.7,0.91,E,1.2,18.1,0.27,-12.41376,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-06,24.7,35.3,18.0,72.0,0.0,4.8,0.98,E,1.2,17.2,0.27,-12.41376,-55.87001
D009878,BM Sorriso,Sorriso,MT,2025-06-07,24.5,33.6,16.4,71.0,0.0,5.0,1.1,E,1.1,20.1,0.27,-12.41372,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-06-08,25.0,35.2,16.2,71.0,0.0,5.1,0.71,E,1.3,20.5,0.26,-12.41372,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-06-09,25.4,35.4,17.0,70.0,0.0,5.1,0.9,SSE,1.3,20.2,0.26,-12.41372,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-06-10,24.9,32.7,20.0,77.0,0.0,4.2,1.3,S,0.9,17.2,0.25,-12.41371,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-06-11,24.6,33.1,18.4,75.0,0.0,4.3,1.33,SSE,1.0,16.9,0.25,-12.4137,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-06-12,24.2,33.8,16.6,72.0,0.0,5.1,1.08,ESE,1.1,20.3,0.25,-12.41372,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-06-13,24.9,34.3,16.7,70.0,0.0,5.2,1.14,E,1.2,19.8,0.24,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-06-14,25.3,33.9,17.7,71.0,0.0,5.6,1.48,ENE,1.2,20.8,0.24,-12.41376,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-06-15,25.5,34.3,19.2,69.0,0.0,5.1,1.41,ENE,1.2,18.6,0.23,-12.41375,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-16,24.0,33.0,16.4,68.0,0.0,5.7,1.6,E,1.3,20.6,0.23,-12.41375,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-06-17,23.5,34.2,15.2,64.0,0.0,5.6,1.21,E,1.4,21.1,0.23,-12.41377,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-06-18,24.5,35.0,14.5,64.0,0.0,5.4,1.09,E,1.5,20.5,0.22,-12.41377,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-06-19,24.7,34.6,16.8,68.0,0.0,4.5,1.01,E,1.3,16.8,0.22,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-06-20,24.2,35.1,16.1,66.0,0.0,5.2,1.15,ESE,1.4,19.7,0.22,-12.41375,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-21,24.0,34.8,14.4,68.0,0.0,5.4,1.13,E,1.4,20.6,0.21,-12.41375,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-22,24.7,34.7,16.2,67.0,0.0,5.1,1.2,NNE,1.4,18.3,0.21,-12.41377,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-06-23,26.5,35.0,20.6,71.0,2.7,4.5,1.31,WNW,1.2,16.4,0.21,-12.41375,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-06-24,19.7,21.8,17.9,95.0,14.1,1.1,1.14,SSE,0.1,5.4,0.24,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-25,21.5,31.2,16.2,85.0,0.0,3.7,0.92,ESE,0.5,16.2,0.21,-12.41374,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-06-26,25.0,34.5,17.6,72.0,0.0,5.0,1.08,ESE,1.2,19.4,0.19,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-06-27,24.3,34.3,16.6,68.0,0.1,5.9,1.76,ESE,1.4,21.2,0.19,-12.41377,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-06-28,24.6,34.7,15.5,67.0,0.3,5.8,1.69,E,1.4,20.5,0.19,-12.41377,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-06-29,25.1,35.3,17.8,65.0,0.2,5.4,1.55,E,1.4,19.4,0.19,-12.41376,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-06-30,22.3,31.9,16.4,74.0,1.7,4.7,3.73,SSE,0.9,16.9,0.19,-12.41376,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-01,18.3,26.5,14.0,78.0,0.6,3.8,4.0,S,0.6,17.0,0.19,-12.41375,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-02,19.3,28.6,14.3,77.0,0.2,4.4,3.9,S,0.7,19.2,0.19,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-07-03,20.8,31.2,14.1,74.0,0.5,4.8,3.28,SSE,0.8,20.2,0.19,-12.41374,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-04,22.0,32.8,13.7,68.0,1.2,5.6,2.46,ESE,1.2,21.0,0.18,-12.41377,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-07-05,22.2,32.7,14.2,63.0,0.5,5.9,2.06,ESE,1.4,21.5,0.18,-12.41374,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-06,22.1,32.5,13.0,61.0,0.5,5.8,1.91,E,1.4,21.5,0.18,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-07-07,22.5,32.8,12.8,59.0,0.8,6.0,2.13,E,1.5,21.6,0.18,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-07-08,22.7,33.5,13.8,59.0,0.7,6.0,2.33,SE,1.5,21.5,0.18,-12.41376,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-09,22.8,34.3,13.4,57.0,0.7,5.9,2.13,ESE,1.5,21.4,0.18,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-10,23.1,33.5,13.7,59.0,0.6,6.2,2.31,ESE,1.5,21.6,0.18,-12.41379,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-11,22.6,33.7,13.1,59.0,0.6,6.3,2.28,ESE,1.5,21.5,0.18,-12.41375,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-12,22.3,32.7,12.9,59.0,0.6,6.0,2.15,ESE,1.5,21.5,0.17,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-13,22.9,33.1,12.9,60.0,0.3,5.9,2.14,E,1.5,21.7,0.17,-12.41376,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-07-14,24.4,32.8,15.5,57.0,0.2,5.9,2.35,E,1.6,20.3,0.17,-12.41375,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-15,23.0,31.9,14.4,57.0,0.8,6.2,2.53,ENE,1.5,21.8,0.17,-12.41376,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-07-16,23.2,34.2,12.8,59.0,0.2,6.0,1.99,E,1.6,21.8,0.17,-12.41376,-55.87003
D009878,BM Sorriso,Sorriso,MT,2025-07-17,22.8,33.6,13.6,60.0,0.5,6.2,2.52,SSE,1.5,21.7,0.17,-12.41375,-55.87001
D009878,BM Sorriso,Sorriso,MT,2025-07-18,22.2,32.4,15.2,64.0,0.6,5.7,3.05,SSE,1.3,21.8,0.17,-12.41374,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-19,22.1,32.6,13.0,63.0,0.4,5.9,2.55,ESE,1.3,21.7,0.16,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-20,23.5,34.4,13.3,56.0,0.3,5.9,2.15,E,1.6,21.7,0.16,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-21,23.4,35.2,11.9,55.0,0.1,6.0,1.86,E,1.7,21.9,0.16,-12.41375,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-22,24.2,35.8,13.9,50.0,0.0,6.4,2.12,E,2.0,22.1,0.16,-12.41377,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-07-23,24.3,35.2,13.4,56.0,0.1,6.1,1.94,ESE,1.8,21.8,0.16,-12.41378,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-07-24,25.0,36.0,14.0,55.0,0.2,6.1,2.06,E,1.8,21.5,0.16,-12.41378,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-25,25.2,36.4,15.1,56.0,0.1,5.7,1.7,ENE,1.9,19.2,0.16,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-26,25.4,36.9,14.7,56.0,0.2,6.3,1.96,E,1.9,22.1,0.16,-12.41379,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-07-27,26.0,36.3,16.6,55.0,0.3,6.6,2.26,ENE,1.9,21.8,0.15,-12.41377,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-28,25.7,38.3,15.2,54.0,0.0,5.9,1.35,ESE,2.0,21.9,0.15,-12.41376,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-07-29,23.5,32.4,17.8,71.0,0.4,4.9,2.3,SSE,1.0,20.4,0.16,-12.41378,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-07-30,24.1,34.9,16.0,64.0,1.5,5.3,2.26,SE,1.4,19.0,0.15,-12.41374,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-07-31,25.7,35.6,15.7,56.0,0.2,6.1,1.8,E,1.8,20.6,0.15,-12.41377,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-01,25.9,35.9,16.2,57.0,0.2,6.0,1.91,ENE,1.8,19.2,0.15,-12.41377,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-02,27.0,35.7,19.7,61.0,0.1,5.8,1.73,NNE,1.7,20.5,0.15,-12.41375,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-03,25.5,34.8,18.0,61.0,0.1,5.7,1.88,E,1.6,19.6,0.15,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-04,25.7,34.7,16.1,57.0,0.5,5.3,2.19,ESE,1.8,16.4,0.15,-12.41375,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-05,24.6,34.0,16.9,66.0,0.3,5.1,2.23,SSE,1.3,18.9,0.15,-12.41377,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-06,24.1,34.9,14.7,65.0,0.4,5.2,1.88,SSE,1.4,21.1,0.15,-12.41374,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-07,26.2,37.7,16.4,55.0,0.1,5.7,1.48,SSE,1.9,21.2,0.15,-12.41375,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-08,25.5,35.4,16.4,54.0,0.3,5.5,2.4,SSE,1.8,17.7,0.15,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-09,21.6,30.0,15.4,66.0,5.0,5.3,3.07,SSE,1.0,21.7,0.15,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-08-10,21.3,33.7,12.2,58.0,0.4,5.4,2.01,SSE,1.4,22.1,0.15,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-08-11,22.6,33.9,13.1,54.0,0.6,5.8,2.27,SSE,1.6,22.0,0.15,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-08-12,22.7,33.8,12.2,54.0,0.0,5.6,1.65,S,1.6,22.3,0.15,-12.41376,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-08-13,23.5,36.3,13.0,48.0,0.4,5.9,1.48,SE,1.9,22.5,0.15,-12.41376,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-08-14,24.6,37.1,12.7,45.0,0.8,6.6,2.37,SE,2.2,22.3,0.14,-12.41376,-55.87002
D009878,BM Sorriso,Sorriso,MT,2025-08-15,25.0,36.0,13.3,46.0,0.6,6.4,2.23,SE,2.1,21.2,0.15,-12.41375,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-16,27.5,37.5,16.4,47.0,0.5,6.7,2.32,E,2.3,21.2,0.15,-12.41375,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-17,27.8,37.5,18.3,48.0,0.3,6.7,2.17,E,2.3,21.7,0.14,-12.41373,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-08-18,26.8,36.9,18.1,50.0,0.1,6.7,2.1,ENE,2.1,22.1,0.14,-12.41374,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-08-19,26.7,37.2,16.6,51.0,0.0,5.7,1.74,NE,2.1,18.2,0.14,-12.41374,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-20,27.2,37.6,17.8,53.0,0.0,6.1,1.72,ENE,2.1,19.9,0.14,-12.41374,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-08-21,27.0,36.5,17.9,53.0,0.1,7.3,2.55,E,2.1,22.6,0.14,-12.41375,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-08-22,26.5,36.9,15.6,42.0,0.2,7.7,2.69,ENE,2.4,23.6,0.14,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-08-23,26.7,38.4,14.8,48.0,0.0,5.9,1.29,SW,2.3,21.3,0.14,-12.41376,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-08-24,25.9,35.2,18.4,53.0,2.3,6.2,2.21,SSE,1.8,22.3,0.14,-12.41376,-55.86995
D009878,BM Sorriso,Sorriso,MT,2025-08-25,23.5,34.9,15.4,58.0,3.2,5.9,3.08,SSE,1.5,23.5,0.14,-12.41373,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-08-26,25.4,36.5,16.6,52.0,2.3,6.5,3.29,SSE,1.9,22.8,0.14,-12.41376,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-08-27,26.3,37.6,17.6,51.0,0.6,6.3,2.47,SE,2.1,22.1,0.14,-12.41373,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-08-28,26.9,38.9,16.3,49.0,0.2,6.4,1.71,SSE,2.3,22.2,0.14,-12.41375,-55.86991
D009878,BM Sorriso,Sorriso,MT,2025-08-29,27.6,37.3,18.4,48.0,0.7,6.9,2.07,E,2.3,21.7,0.14,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-08-30,27.6,37.7,18.7,51.0,0.1,7.1,2.62,ENE,2.2,22.0,0.14,-12.41377,-55.86993
D009878,BM Sorriso,Sorriso,MT,2025-08-31,27.1,37.7,18.7,53.0,0.0,6.4,1.6,E,2.0,22.5,0.14,-12.41375,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-09-01,27.2,38.4,17.4,52.0,0.0,6.7,1.72,ENE,2.2,22.8,0.14,-12.41377,-55.87001
D009878,BM Sorriso,Sorriso,MT,2025-09-02,28.0,37.9,18.5,48.0,0.0,7.5,2.58,E,2.4,22.0,0.14,-12.41374,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-03,27.1,37.4,17.6,49.0,0.2,6.8,2.2,E,2.2,22.0,0.14,-12.41374,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-09-04,27.6,38.8,17.0,49.0,0.0,6.7,1.71,E,2.3,23.9,0.14,-12.41373,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-09-05,28.3,38.7,19.2,47.0,0.1,6.7,2.27,ESE,2.4,21.6,0.13,-12.41373,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-09-06,26.3,36.9,18.3,56.0,0.1,6.3,2.6,SSE,1.9,23.8,0.13,-12.41377,-55.86994
D009878,BM Sorriso,Sorriso,MT,2025-09-07,27.1,38.7,17.0,49.0,0.1,7.1,2.37,SE,2.3,24.3,0.13,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-08,27.6,38.3,17.2,50.0,0.0,6.9,1.66,ENE,2.3,23.3,0.13,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-09,28.7,38.1,18.7,52.0,0.0,5.6,1.44,SSE,2.3,18.9,0.13,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-10,28.2,38.6,19.0,54.0,0.0,7.0,1.79,ENE,2.2,22.4,0.14,-12.41377,-55.87
D009878,BM Sorriso,Sorriso,MT,2025-09-11,27.8,39.8,17.0,49.0,0.1,7.1,1.7,SSE,2.5,24.4,0.14,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-12,28.7,41.3,17.8,44.0,0.1,6.8,1.52,SSE,2.7,23.5,0.14,-12.41376,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-09-13,29.0,40.0,18.6,49.0,0.0,6.8,1.78,NNE,2.5,22.8,0.13,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-14,27.7,36.9,21.3,63.0,0.0,5.6,2.21,W,1.6,21.1,0.14,-12.41377,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-09-15,26.4,35.3,20.0,73.0,15.5,4.9,1.78,SW,1.1,19.7,0.16,-12.41376,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-09-16,26.5,37.4,21.1,72.0,12.5,5.6,2.03,WSW,1.2,20.8,0.15,-12.41379,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-09-17,25.9,34.4,20.6,75.0,1.3,4.3,1.27,S,1.0,17.1,0.15,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-09-18,25.6,36.8,20.7,74.0,1.1,4.5,1.6,W,1.1,16.5,0.14,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-09-19,24.5,30.4,20.9,79.0,5.1,2.8,1.86,E,0.7,11.7,0.14,-12.41375,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-09-20,25.8,33.6,21.2,78.0,0.0,4.5,2.42,N,0.8,16.5,0.14,-12.41374,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-09-21,26.6,34.6,22.1,76.0,0.2,5.4,2.59,NNW,1.0,20.3,0.14,-12.41374,-55.86997
D009878,BM Sorriso,Sorriso,MT,2025-09-22,26.4,35.8,21.7,75.0,0.6,5.2,2.0,WNW,1.1,18.9,0.14,-12.41375,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-09-23,24.8,35.7,21.8,85.0,3.7,4.7,1.82,S,0.6,19.3,0.14,-12.41379,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-24,26.4,35.4,21.1,78.0,19.7,6.2,2.23,SSE,1.0,23.6,0.14,-12.41377,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-25,24.6,32.3,21.0,83.0,12.6,4.2,1.31,WSW,0.7,17.0,0.16,-12.41376,-55.86998
D009878,BM Sorriso,Sorriso,MT,2025-09-26,25.3,35.7,20.3,79.0,3.8,5.3,1.66,WSW,0.9,20.1,0.14,-12.41376,-55.86996
D009878,BM Sorriso,Sorriso,MT,2025-09-27,27.6,36.6,20.7,67.0,0.0,7.2,1.43,NNW,1.5,26.3,0.14,-12.41376,-55.86999
D009878,BM Sorriso,Sorriso,MT,2025-09-28,28.1,37.6,20.3,62.0,0.0,8.1,2.12,NNE,1.9,26.2,0.14,-12.41372,-55.86994
